id,stack_id,name,rowrange,depth,stackdesignation_id,stackdesignationpriority,maxheight,deletedon
5272677,5269539,QL1-16,"[0,6096)",0,,0,,
5272678,5269539,QL1-15,"[6096,12192)",0,,0,,
5272679,5269539,QL1-14,"[12192,18288)",0,,0,,
5272680,5269539,QL1-13,"[18288,24384)",0,,0,,
5272681,5269539,QL1-12,"[24384,30480)",0,,0,,
5272682,5269539,QL1-11,"[30480,36576)",0,,0,,
5272683,5269539,QL1-10,"[36576,42672)",0,,0,,
5272684,5269539,QL1-9,"[42672,48768)",0,,0,,
5272685,5269539,QL1-8,"[48768,54864)",0,,0,,
5272686,5269539,QL1-7,"[54864,60960)",0,,0,,
2350835,2350829,702-5,"[24400,30500)",0,,0,,
2350836,2350829,702-6,"[30500,36600)",0,,0,,
2350837,2350829,702-7,"[36600,42700)",0,,0,,
2350839,2350838,703-1,"[0,6100)",0,,0,,
2350840,2350838,703-2,"[6100,12200)",0,,0,,
2350841,2350838,703-3,"[12200,18300)",0,,0,,
2350842,2350838,703-4,"[18300,24400)",0,,0,,
2350843,2350838,703-5,"[24400,30500)",0,,0,,
2350844,2350838,703-6,"[30500,36600)",0,,0,,
2350845,2350838,703-7,"[36600,42700)",0,,0,,
2350847,2350846,704-1,"[0,6100)",0,,0,,
2350848,2350846,704-2,"[6100,12200)",0,,0,,
2350849,2350846,704-3,"[12200,18300)",0,,0,,
2350850,2350846,704-4,"[18300,24400)",0,,0,,
2350851,2350846,704-5,"[24400,30500)",0,,0,,
2350852,2350846,704-6,"[30500,36600)",0,,0,,
2350853,2350846,704-7,"[36600,42700)",0,,0,,
2350855,2350854,705-1,"[0,6100)",0,,0,,
2350856,2350854,705-2,"[6100,12200)",0,,0,,
2351082,2351074,106-8,"[42700,48800)",0,16549965,0,,
2351084,2351074,106-10,"[54900,61000)",0,16549965,0,,
2350881,2350880,709-1,"[0,6100)",0,18313050,0,,
2350860,2350854,705-6,"[30500,36600)",0,,0,,
2350861,2350854,705-7,"[36600,42700)",0,,0,,
2350864,2350862,706-4,"[18300,24400)",0,,0,,
5272687,5269539,QL1-6,"[60960,67056)",0,,0,,
2350866,2350862,706-6,"[30500,36600)",0,,0,,
2351634,2351632,210-11,"[6100,12200)",0,14553856,0,,
2351483,2351482,144-9,"[48800,54900)",0,,0,,
2351700,2351698,215-11,"[6100,12200)",0,15240975,0,,
2351485,2351482,144-11,"[61000,67100)",0,,0,,
2351486,2351482,144-12,"[67100,73200)",0,,0,,
2350857,2350854,705-3,"[12200,18300)",0,15316959,0,,
2351691,2351685,214-7,"[30500,36600)",0,12367494,0,,
2351313,2351307,124-10,"[54900,61000)",0,,0,,
2351312,2351307,124-9,"[48800,54900)",0,,0,,
2351315,2351307,124-12,"[67100,73200)",0,,0,,
2351484,2351482,144-10,"[54900,61000)",0,14553901,0,,
2350867,2350862,706-7,"[36600,42700)",0,,0,,
2350858,2350854,705-4,"[18300,24400)",0,15316959,0,,
2351800,2351790,222-4,"[48800,54900)",0,14606561,0,,
2351539,2351527,202-1,"[67100,73200)",0,,0,,
2350859,2350854,705-5,"[24400,30500)",0,15316959,0,,
2351416,2351408,135-12,"[67100,73200)",0,,0,,
2351314,2351307,124-11,"[61000,67100)",0,,0,,
2351488,2351487,199-12,"[0,6100)",0,,0,,
2351489,2351487,199-11,"[6100,12200)",0,,0,,
2351490,2351487,199-10,"[12200,18300)",0,,0,,
2350883,2350880,709-3,"[12200,18300)",0,18313050,0,,
2350885,2350880,709-5,"[24400,30500)",0,18313050,0,,
2351695,2351685,214-3,"[54900,61000)",0,12367494,0,,
2350891,2350888,710-3,"[12200,18300)",0,18313050,0,,
2351697,2351685,214-1,"[67100,73200)",0,12367494,0,,
2350911,2350905,712-6,"[30500,36600)",0,18313050,0,,
2351357,2351353,129-8,"[42700,48800)",0,,0,,
2350869,2350868,707-3,"[12200,18300)",0,18330216,0,,
2350871,2350868,707-5,"[24400,30500)",0,18330216,0,,
2350872,2350868,707-6,"[30500,36600)",0,18330216,0,,
2351358,2351353,129-9,"[48800,54900)",0,,0,,
2351359,2351353,129-10,"[54900,61000)",0,,0,,
2351360,2351353,129-11,"[61000,67100)",0,,0,,
2351643,2351632,210-2,"[61000,67100)",0,,0,,
2350941,2350937,716-4,"[18300,24400)",0,15699829,0,,
5272688,5269539,QL1-5,"[67056,73152)",0,,0,,
5272689,5269539,QL1-4,"[73152,79248)",0,,0,,
5272690,5269539,QL1-3,"[79248,85344)",0,,0,,
2350873,2350868,707-7,"[36600,42700)",0,18330216,0,,
2350875,2350874,708-3,"[12200,18300)",0,18330216,0,,
2350877,2350874,708-5,"[24400,30500)",0,18330216,0,,
2351631,2351619,209-1,"[67100,73200)",0,14069903,0,,
2350878,2350874,708-6,"[30500,36600)",0,18330216,0,,
2350879,2350874,708-7,"[36600,42700)",0,18330216,0,,
2351195,2351193,115-2,"[6100,12200)",0,18366782,0,,
2351812,2351804,223-5,"[42700,48800)",0,,0,,
2350915,2350913,713-2,"[6100,12200)",0,18313050,0,,
2350923,2350921,714-2,"[6100,12200)",0,18313050,0,,
2350954,2350953,718-1,"[0,6100)",0,,0,,
2350955,2350953,718-2,"[6100,12200)",0,,0,,
2350956,2350953,718-3,"[12200,18300)",0,,0,,
2350957,2350953,718-4,"[18300,24400)",0,,0,,
2350958,2350953,718-5,"[24400,30500)",0,,0,,
2350959,2350953,718-6,"[30500,36600)",0,,0,,
2350960,2350953,718-7,"[36600,42700)",0,,0,,
2351693,2351685,214-5,"[42700,48800)",0,12367494,0,,
2351282,2351272,121-10,"[54900,61000)",0,,0,,
5272691,5269539,QL1-2,"[85344,91440)",0,,0,,
5272692,5269539,QL1-1,"[91440,97536)",0,,0,,
2351280,2351272,121-8,"[42700,48800)",0,,0,,
2351554,2351553,204-12,"[0,6100)",0,17487479,0,,
2350826,2350821,701-5,"[24400,30500)",0,,0,,
2350828,2350821,701-7,"[36600,42700)",0,,0,,
2351556,2351553,204-10,"[12200,18300)",0,17487479,0,,
2351558,2351553,204-8,"[24400,30500)",0,17487479,0,,
2350925,2350921,714-4,"[18300,24400)",0,18313050,0,,
2350927,2350921,714-6,"[30500,36600)",0,18313050,0,,
2350948,2350945,717-3,"[12200,18300)",0,18313050,0,,
2351638,2351632,210-7,"[30500,36600)",0,15239753,0,,
2351703,2351698,215-8,"[24400,30500)",0,15240975,0,,
2351516,2351513,201-10,"[12200,18300)",0,18354098,0,,
2351541,2351540,203-12,"[0,6100)",0,,0,,
2351518,2351513,201-8,"[24400,30500)",0,18354098,0,,
2351542,2351540,203-11,"[6100,12200)",0,,0,,
2351621,2351619,209-11,"[6100,12200)",0,14069903,0,,
2351543,2351540,203-10,"[12200,18300)",0,,0,,
2351622,2351619,209-10,"[12200,18300)",0,14069903,0,,
2351544,2351540,203-9,"[18300,24400)",0,,0,,
2351623,2351619,209-9,"[18300,24400)",0,14069903,0,,
2351545,2351540,203-8,"[24400,30500)",0,,0,,
2351624,2351619,209-8,"[24400,30500)",0,14069903,0,,
2351546,2351540,203-7,"[30500,36600)",0,,0,,
2351709,2351698,215-2,"[61000,67100)",0,,0,,
2351547,2351540,203-6,"[36600,42700)",0,,0,,
2351548,2351540,203-5,"[42700,48800)",0,,0,,
2351549,2351540,203-4,"[48800,54900)",0,,0,,
2351550,2351540,203-3,"[54900,61000)",0,,0,,
2351551,2351540,203-2,"[61000,67100)",0,,0,,
2351197,2351193,115-4,"[18300,24400)",0,18366782,0,,
2351203,2351193,115-10,"[54900,61000)",0,18366782,0,,
2351327,2351326,126-5,"[24400,30500)",0,,0,,
2351328,2351326,126-6,"[30500,36600)",0,,0,,
2351329,2351326,126-7,"[36600,42700)",0,,0,,
2351331,2351326,126-9,"[48800,54900)",0,,0,,
2351704,2351698,215-7,"[30500,36600)",0,15240975,0,,
2351705,2351698,215-6,"[36600,42700)",0,15240975,0,,
2351333,2351326,126-11,"[61000,67100)",0,,0,,
2351063,2351061,105-2,"[6100,12200)",0,,0,,
2351706,2351698,215-5,"[42700,48800)",0,15240975,0,,
2351320,2351316,125-7,"[36600,42700)",0,15432743,0,,
2351043,2351034,103-8,"[42700,48800)",0,15530777,0,,
2351045,2351034,103-10,"[54900,61000)",0,15530777,0,,
2351023,2351021,102-2,"[6100,12200)",0,14030547,0,,
2351025,2351021,102-4,"[18300,24400)",0,14030547,0,,
2351027,2351021,102-6,"[30500,36600)",0,14030547,0,,
2351047,2351034,103-12,"[67100,73200)",0,15530777,0,,
2351322,2351316,125-9,"[48800,54900)",0,,0,,
2350971,2350970,720-1,"[0,6100)",0,5455713,0,,
2351029,2351021,102-8,"[42700,48800)",0,14030547,0,,
2350972,2350970,720-2,"[6100,12200)",0,5455713,0,,
2350973,2350970,720-3,"[12200,18300)",0,5455713,0,,
2350974,2350970,720-4,"[18300,24400)",0,5455713,0,,
2350975,2350970,720-5,"[24400,30500)",0,5455713,0,,
2350943,2350937,716-6,"[30500,36600)",0,15699829,0,,
2350979,2350978,721-5,"[24400,30500)",0,5456154,0,,
2351376,2351371,131-9,"[48800,54900)",0,16536109,0,,
2352043,2352035,981-3,"[42700,48800)",0,13818230,0,,
2350831,2350829,702-1,"[0,6100)",0,,0,,
2352044,2352035,981-2,"[48800,54900)",0,13818230,0,,
2352045,2352035,981-1,"[54900,61000)",0,13818230,0,,
2352059,2352058,983-10,"[0,6100)",0,13818559,0,,
2352060,2352058,983-9,"[6100,12200)",0,13818559,0,,
2352064,2352058,983-5,"[30500,36600)",0,13818559,0,,
2352074,2352069,984-6,"[24400,30500)",0,13818559,0,,
2350980,2350978,721-6,"[30500,36600)",0,5456154,0,,
2352075,2352069,984-5,"[30500,36600)",0,13818559,0,,
2352076,2352069,984-4,"[36600,42700)",0,13818559,0,,
2352078,2352069,984-2,"[48800,54900)",0,13818559,0,,
2352079,2352069,984-1,"[54900,61000)",0,13818559,0,,
2351065,2351061,105-4,"[18300,24400)",0,,0,,
2351574,2351566,205-5,"[42700,48800)",0,13592782,0,,
2351067,2351061,105-6,"[30500,36600)",0,,0,,
2351687,2351685,214-11,"[6100,12200)",0,12367494,0,,
2351069,2351061,105-8,"[42700,48800)",0,,0,,
2350824,2350821,701-3,"[12200,18300)",0,,0,,
2350882,2350880,709-2,"[6100,12200)",0,18313050,0,,
2350825,2350821,701-4,"[18300,24400)",0,,0,,
2351578,2351566,205-1,"[67100,73200)",0,13592782,0,,
2350827,2350821,701-6,"[30500,36600)",0,,0,,
2350886,2350880,709-6,"[30500,36600)",0,18313050,0,,
2350832,2350829,702-2,"[6100,12200)",0,,0,,
2350922,2350921,714-1,"[0,6100)",0,18313050,0,,
2350833,2350829,702-3,"[12200,18300)",0,,0,,
2350950,2350945,717-5,"[24400,30500)",0,18313050,0,,
2350834,2350829,702-4,"[18300,24400)",0,,0,,
2350951,2350945,717-6,"[30500,36600)",0,18313050,0,,
2350863,2350862,706-3,"[12200,18300)",0,,0,,
2350952,2350945,717-7,"[36600,42700)",0,18313050,0,,
2350865,2350862,706-5,"[24400,30500)",0,,0,,
8252805,8252394,DAMAGE,"[0,5000)",0,,0,,
2351089,2351087,107-2,"[6100,12200)",0,,0,,
2351091,2351087,107-4,"[18300,24400)",0,,0,,
2350870,2350868,707-4,"[18300,24400)",0,18330216,0,,
2351022,2351021,102-1,"[0,6100)",0,14030547,0,,
5273477,5270455,QL2-16,"[0,6096)",0,,0,,
2351097,2351087,107-10,"[54900,61000)",0,,0,,
5273478,5270455,QL2-15,"[6096,12192)",0,,0,,
2351099,2351087,107-12,"[67100,73200)",0,,0,,
2351336,2351335,127-5,"[24400,30500)",0,,0,,
2351218,2351206,116-12,"[67100,73200)",0,,0,,
2351338,2351335,127-7,"[36600,42700)",0,,0,,
2350876,2350874,708-4,"[18300,24400)",0,18330216,0,,
5273479,5270455,QL2-14,"[12192,18288)",0,,0,,
5273480,5270455,QL2-13,"[18288,24384)",0,,0,,
5273481,5270455,QL2-12,"[24384,30480)",0,,0,,
5273482,5270455,QL2-11,"[30480,36576)",0,,0,,
2351168,2351166,113-2,"[6100,12200)",0,,0,,
5273483,5270455,QL2-10,"[36576,42672)",0,,0,,
2351170,2351166,113-4,"[18300,24400)",0,,0,,
5273484,5270455,QL2-9,"[42672,48768)",0,,0,,
2351172,2351166,113-6,"[30500,36600)",0,,0,,
5273485,5270455,QL2-8,"[48768,54864)",0,,0,,
2351174,2351166,113-8,"[42700,48800)",0,,0,,
5273486,5270455,QL2-7,"[54864,60960)",0,,0,,
2351176,2351166,113-10,"[54900,61000)",0,,0,,
5273487,5270455,QL2-6,"[60960,67056)",0,,0,,
5273488,5270455,QL2-5,"[67056,73152)",0,,0,,
5273489,5270455,QL2-4,"[73152,79248)",0,,0,,
2351182,2351180,114-2,"[6100,12200)",0,,0,,
5273490,5270455,QL2-3,"[79248,85344)",0,,0,,
2351184,2351180,114-4,"[18300,24400)",0,,0,,
5273491,5270455,QL2-2,"[85344,91440)",0,,0,,
2351186,2351180,114-6,"[30500,36600)",0,,0,,
5273492,5270455,QL2-1,"[91440,97536)",0,,0,,
2351188,2351180,114-8,"[42700,48800)",0,,0,,
2351076,2351074,106-2,"[6100,12200)",0,16549965,0,,
2351190,2351180,114-10,"[54900,61000)",0,,0,,
2351192,2351180,114-12,"[67100,73200)",0,,0,,
2351689,2351685,214-9,"[18300,24400)",0,12367494,0,,
2351640,2351632,210-5,"[42700,48800)",0,15239753,0,,
2351642,2351632,210-3,"[54900,61000)",0,15239753,0,,
2351406,2351399,134-11,"[61000,67100)",0,14553703,0,,
2351407,2351399,134-12,"[67100,73200)",0,14553703,0,,
2351078,2351074,106-4,"[18300,24400)",0,16549965,0,,
2351577,2351566,205-2,"[61000,67100)",0,,0,,
2351080,2351074,106-6,"[30500,36600)",0,16549965,0,,
2351208,2351206,116-2,"[6100,12200)",0,,0,,
2351644,2351632,210-1,"[67100,73200)",0,15239753,0,,
2351221,2351219,117-2,"[6100,12200)",0,15428533,0,,
2351071,2351061,105-10,"[54900,61000)",0,15430882,0,,
2351093,2351087,107-6,"[30500,36600)",0,15544245,0,,
2351216,2351206,116-10,"[54900,61000)",0,,0,,
2351007,2350995,100-12,"[67100,73200)",0,16039254,0,,
2352118,2352114,988-7,"[18300,24400)",0,16536501,0,,
2352124,2352114,988-1,"[54900,61000)",0,16536501,0,,
2350910,2350905,712-5,"[24400,30500)",0,18313050,0,,
2351383,2351380,132-7,"[36600,42700)",0,16548862,0,,
2350926,2350921,714-5,"[24400,30500)",0,18313050,0,,
2351633,2351632,210-12,"[0,6100)",0,14553856,0,,
2351086,2351074,106-12,"[67100,73200)",0,16550228,0,,
2351814,2351804,223-3,"[54900,61000)",0,,0,,
2351310,2351307,124-7,"[36600,42700)",0,,0,,
2351231,2351219,117-12,"[67100,73200)",0,,0,,
2351234,2351232,118-2,"[6100,12200)",0,16802700,0,,
2351345,2351344,128-5,"[24400,30500)",0,16802751,0,,
2351346,2351344,128-6,"[30500,36600)",0,16802751,0,,
2351347,2351344,128-7,"[36600,42700)",0,16802751,0,,
2351641,2351632,210-4,"[48800,54900)",0,14553866,0,,
2351308,2351307,124-5,"[24400,30500)",0,15232498,0,,
2351309,2351307,124-6,"[30500,36600)",0,15232498,0,,
2350976,2350970,720-6,"[30500,36600)",0,5455713,0,,
2351769,2351764,220-8,"[24400,30500)",0,15233380,0,,
2350977,2350970,720-7,"[36600,42700)",0,5455713,0,,
2351593,2351592,207-12,"[0,6100)",0,,0,,
2351247,2351245,119-2,"[6100,12200)",0,,0,,
2351276,2351272,121-4,"[18300,24400)",0,,0,,
2351250,2351245,119-4,"[18300,24400)",0,,0,,
2350962,2350961,719-1,"[0,6100)",0,5456612,0,,
2350963,2350961,719-2,"[6100,12200)",0,5456612,0,,
2351348,2351344,128-8,"[42700,48800)",0,16802751,0,,
2351349,2351344,128-9,"[48800,54900)",0,16802751,0,,
2351256,2351245,119-10,"[54900,61000)",0,,0,,
2351520,2351513,201-6,"[36600,42700)",0,18354098,0,,
2351258,2351245,119-12,"[67100,73200)",0,,0,,
2350964,2350961,719-3,"[12200,18300)",0,5456612,0,,
2351770,2351764,220-7,"[30500,36600)",0,15233380,0,,
2350965,2350961,719-4,"[18300,24400)",0,5456612,0,,
2351771,2351764,220-6,"[36600,42700)",0,15233380,0,,
2351522,2351513,201-4,"[48800,54900)",0,18354098,0,,
2351772,2351764,220-5,"[42700,48800)",0,15233380,0,,
2350967,2350961,719-5,"[24400,30500)",0,5456612,0,,
2351773,2351764,220-4,"[48800,54900)",0,15233380,0,,
2352115,2352114,988-10,"[0,6100)",0,,0,,
2351710,2351698,215-1,"[67100,73200)",0,15240975,0,,
2350968,2350961,719-6,"[30500,36600)",0,5456612,0,,
2351229,2351219,117-10,"[54900,61000)",0,15428533,0,,
2351350,2351344,128-10,"[54900,61000)",0,16802751,0,,
2351525,2351513,201-2,"[61000,67100)",0,18354098,0,,
2352104,2352103,987-10,"[0,6100)",0,14611706,0,,
2351607,2351606,208-12,"[0,6100)",0,18366503,0,,
2350990,2350982,99-8,"[42700,48800)",0,,0,,
2351608,2351606,208-11,"[6100,12200)",0,18366503,0,,
2351261,2351259,120-2,"[6100,12200)",0,14857146,0,,
2351609,2351606,208-10,"[12200,18300)",0,18366503,0,,
2351596,2351592,207-10,"[12200,18300)",0,,0,,
2351598,2351592,207-8,"[24400,30500)",0,,0,,
2351600,2351592,207-6,"[36600,42700)",0,,0,,
2351602,2351592,207-4,"[48800,54900)",0,,0,,
2351311,2351307,124-8,"[42700,48800)",0,,0,,
2351603,2351592,207-3,"[54900,61000)",0,,0,,
2351604,2351592,207-2,"[61000,67100)",0,,0,,
2351605,2351592,207-1,"[67100,73200)",0,,0,,
2352095,2352091,986-7,"[18300,24400)",0,14069767,0,,
2351263,2351259,120-4,"[18300,24400)",0,14857146,0,,
2351205,2351193,115-12,"[67100,73200)",0,18366782,0,,
2351635,2351632,210-10,"[12200,18300)",0,,0,,
2351639,2351632,210-6,"[36600,42700)",0,,0,,
3279901,2351463,141-6,"[30500,36600)",0,,0,,2021-09-30 10:49:09.962830
2351321,2351316,125-8,"[42700,48800)",0,15432743,0,,
2351620,2351619,209-12,"[0,6100)",0,14069903,0,,
2351903,2351898,232-8,"[24400,30500)",0,12277870,0,,
2351265,2351259,120-6,"[30500,36600)",0,14857146,0,,
2351626,2351619,209-6,"[36600,42700)",0,14069903,0,,
2351267,2351259,120-8,"[42700,48800)",0,14857146,0,,
2351269,2351259,120-10,"[54900,61000)",0,14857146,0,,
2351271,2351259,120-12,"[67100,73200)",0,14857146,0,,
2351337,2351335,127-6,"[30500,36600)",0,,0,,
2351339,2351335,127-8,"[42700,48800)",0,,0,,
2351330,2351326,126-8,"[42700,48800)",0,,0,,
2351332,2351326,126-10,"[54900,61000)",0,,0,,
2351334,2351326,126-12,"[67100,73200)",0,,0,,
2351637,2351632,210-8,"[24400,30500)",0,,0,,
2351340,2351335,127-9,"[48800,54900)",0,,0,,
2351381,2351380,132-5,"[24400,30500)",0,16548862,0,,
2351042,2351034,103-7,"[36600,42700)",0,15530777,0,,
2351201,2351193,115-8,"[42700,48800)",0,18366782,0,,
2352055,2352047,982-3,"[42700,48800)",0,14069767,0,,
2352102,2352091,986-1,"[54900,61000)",0,14069767,0,,
2351625,2351619,209-7,"[30500,36600)",0,14069903,0,,
2351629,2351619,209-3,"[54900,61000)",0,14069903,0,,
2351946,2351942,804-6,"[54900,61000)",0,,0,,
2351947,2351942,804-5,"[61000,67100)",0,,0,,
2351949,2351942,804-3,"[73200,79300)",0,,0,,
2351951,2351942,804-1,"[85400,91500)",0,,0,,
2351341,2351335,127-10,"[54900,61000)",0,14553789,0,,
2351044,2351034,103-9,"[48800,54900)",0,15530777,0,,
2351046,2351034,103-11,"[61000,67100)",0,15530777,0,,
2351661,2351658,212-10,"[12200,18300)",0,12694055,0,,
2351663,2351658,212-8,"[24400,30500)",0,12694055,0,,
2351342,2351335,127-11,"[61000,67100)",0,14553789,0,,
2351391,2351390,133-5,"[24400,30500)",0,,0,,
2352119,2352114,988-6,"[24400,30500)",0,,0,,
2351666,2351658,212-6,"[36600,42700)",0,12694055,0,,
2351668,2351658,212-4,"[48800,54900)",0,12694055,0,,
2351670,2351658,212-2,"[61000,67100)",0,12694055,0,,
2350983,2350982,99-1,"[0,6100)",0,,0,,
2350989,2350982,99-7,"[36600,42700)",0,,0,,
2351343,2351335,127-12,"[67100,73200)",0,14553789,0,,
2351024,2351021,102-3,"[12200,18300)",0,14030547,0,,
2351026,2351021,102-5,"[24400,30500)",0,14030547,0,,
2350981,2350978,721-7,"[36600,42700)",0,5456154,0,,
2350969,2350961,719-7,"[36600,42700)",0,5456612,0,,
2351713,2351711,216-11,"[6100,12200)",0,14557110,0,,
2351028,2351021,102-7,"[36600,42700)",0,14030547,0,,
2351355,2351353,129-6,"[30500,36600)",0,,0,,
2351715,2351711,216-9,"[18300,24400)",0,14557110,0,,
2351356,2351353,129-7,"[36600,42700)",0,,0,,
2351717,2351711,216-7,"[30500,36600)",0,14557110,0,,
2351719,2351711,216-5,"[42700,48800)",0,14557110,0,,
2351758,2351751,219-6,"[36600,42700)",0,14579821,0,,
2351759,2351751,219-5,"[42700,48800)",0,14579821,0,,
2352121,2352114,988-4,"[36600,42700)",0,,0,,
2351760,2351751,219-4,"[48800,54900)",0,14579821,0,,
2351761,2351751,219-3,"[54900,61000)",0,14579821,0,,
2351762,2351751,219-2,"[61000,67100)",0,14579821,0,,
2351763,2351751,219-1,"[67100,73200)",0,14579821,0,,
2351911,2351910,233-12,"[0,6100)",0,14603574,0,,
2351912,2351910,233-11,"[6100,12200)",0,14603574,0,,
2351914,2351910,233-9,"[18300,24400)",0,14603574,0,,
2351915,2351910,233-8,"[24400,30500)",0,14603574,0,,
2351916,2351910,233-7,"[30500,36600)",0,14603574,0,,
2351646,2351645,211-12,"[0,6100)",0,,0,,
2351648,2351645,211-10,"[12200,18300)",0,,0,,
2351650,2351645,211-8,"[24400,30500)",0,,0,,
2351654,2351645,211-4,"[48800,54900)",0,,0,,
2351656,2351645,211-2,"[61000,67100)",0,,0,,
2351953,2351952,803-9,"[36600,42700)",0,,0,,
2351652,2351645,211-6,"[36600,42700)",0,,0,,
2351382,2351380,132-6,"[30500,36600)",0,16548862,0,,
2351627,2351619,209-5,"[42700,48800)",0,14069903,0,,
5564398,2351307,124-4,"[18300,24400)",0,15232498,0,,
5564638,2351307,124-3,"[12200,18300)",0,15232498,0,,
2351659,2351658,212-12,"[0,6100)",0,,0,,
2351151,2351140,111-11,"[61000,67100)",0,14553721,0,,
2351570,2351566,205-9,"[18300,24400)",0,14553847,0,,
2351921,2351920,234-12,"[0,6100)",0,,0,,
2351568,2351566,205-11,"[6100,12200)",0,13592782,0,,
2351572,2351566,205-7,"[30500,36600)",0,14553847,0,,
2351922,2351920,234-11,"[6100,12200)",0,,0,,
2351567,2351566,205-12,"[0,6100)",0,,0,,
2351925,2351920,234-8,"[24400,30500)",0,,0,,
2351569,2351566,205-10,"[12200,18300)",0,,0,,
2351928,2351920,234-6,"[36600,42700)",0,,0,,
2351932,2351929,235-10,"[12200,18300)",0,,0,,
2351933,2351929,235-9,"[18300,24400)",0,,0,,
2351935,2351929,235-7,"[30500,36600)",0,,0,,
2351939,2351936,236-10,"[12200,18300)",0,,0,,
2351571,2351566,205-8,"[24400,30500)",0,,0,,
2351515,2351513,201-11,"[6100,12200)",0,18354098,0,,
2351529,2351527,202-11,"[6100,12200)",0,,0,,
2351517,2351513,201-9,"[18300,24400)",0,18354098,0,,
2351519,2351513,201-7,"[30500,36600)",0,18354098,0,,
